token,title,rent/sell,apartment/house,category,register_data,description,province,city,district,price,credit,rent,business-type,image,build_date,room,meterage,location,elevator,parking,storage,unitpf,tabaghe,sanad,jahat,vaziat,balkon,wc,jenskaff,cooler,heater,tamin_hot_water
428304989,ویلاباغ شیک 500 متر درجاده اشکورات رحیم اباد - شیپور,sell,house,خرید و فروش ویلا,,موقعیت جغرافیایی بنا: جنوبی، شمالی موقعیت جغرافیایی واحد: شمالی، جنوبی تعداد پارکینگ: ۱ وضعیت سکونت: مالک نوع سند: شخصی متراژ زمین: 500 طبقه ملک: همکف نمای ,گیلان,رحیم آباد,مرکز شهر,توافقی,,,,"['https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_457ec9c78a83e6f54e0abfb108f7cf4b.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_e0afd185ec178a5b4b1b913d69900b7b.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_24d5f0d2c29e2596aee03ca2163cd35e.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_3d7ceb4a72c760c9520caa441d2d9aed.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_7b5b7d6074a41bac31bd032d83a83bc2.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_c96c300ed70dffcc6fd31ddc1b4b22dc.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_59287c746baa7524385f1c5f68d6398a.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_18bc73bfc7d79d97edc428a8465f4c36.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_f5ab64565889af2c14a7c9f5fc744867.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_8cdab3c485bb1591eac153609949201b.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_e4dbd8acf2ff522a3da3c869e950272f.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_b3096d575970cc626ce84bcf5e0c0b00.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_2a96a0a310e6bb1fcdcb6475514e390f.webp']",1390,2,۵۰۰,"{'longitude': 50.32463550567627, 'latitude': 37.028766664795}",,دارد,دارد,,,,,,,,,,,
443165692,اجاره آپارتمان 85 متر در بلوار پاسداران - شیپور,rent,apartment,رهن و اجاره خانه و آپارتمان,,طبقه ملک: 1 کابینت: MDF کفپوش: سرامیک سیستم گرمایشی و سرمایشی: پکیج، شوفاژ  یک واحد اپارتمان مسکونی واقع در بلوار پاسداران در موقعیت مکانی خوب و قیمت مناسب و با,مازندران,ساری,بلوار پاسداران,,"300,000,000","3,000,000",,[],1400,2,85,"{'longitude': 53.02971839904785, 'latitude': 36.55212048227603}",ندارد,دارد,دارد,,,,,,,,,,,
413614981,فروش ویلا 140 متر در بلوار بسیج - شیپور,sell,house,خرید و فروش ویلا,,نمای ساختمان: سنگی آشپزخانه: اپن، گاز رومیزی، هود، سینک تک کابینت: MDF کفپوش: سرامیک سیستم گرمایشی و سرمایشی: بخاری امکانات امنیتی: درب ریموت کنترل، درب ضد سرقت,مازندران,بابلسر,شهرک آزادگان,3300000000,,,,"['https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_0e802066dedca4835ec383897493744a.webp', 'https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_e1ade39b3f534b00bd1f42e8e0929920.webp', 'https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_e25b6aca3840be20648f282eb11cdb28.webp', 'https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_316a0d4501bfa006b5158f619aa2d465.webp', 'https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_52508c18532ca639c90d95e34feb34b8.webp', 'https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_cb017f3074f70623a58e3e099e3b1e72.webp', 'https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_fe269b4a5052c1d7f352df7138786d01.webp', 'https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_f5e3ec2ba0936dbb74b0b0e820ccb404.webp', 'https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_4fad2ab1f8677cb10c1a4cc3d17dccec.webp', 'https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_9879490f7b610b5d930ccd68e8d9cadb.webp', 'https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_b09c4c33086d592b323b501c613b2c69.webp', 'https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_cddae48b3c6b5ec26b0957416b4406d6.webp', 'https://cdn.sheypoor.com/imgs/2022/08/24/413614981/666x416_Sw/413614981_a3d081d9c48d1da667ced8f2eefdb30e.webp']",1397,3,140,"{'longitude': 52.609190940856934, 'latitude': 36.69787903078789}",,دارد,دارد,,,,,,,,,,,
442608221,فروش آپارتمان 145 متر در معلم - شیپور,sell,apartment,خرید و فروش خانه و آپارتمان,,نوع سند: شخصی تعداد طبقات: 7 تعداد واحد در طبقه: 2 وضعیت سکونت: تخلیه موقعیت جغرافیایی بنا: جنوبی تعداد پارکینگ: ۱ طبقه ملک: 6 کفپوش: سرامیک سیستم گرمایشی و ,مازندران,ساری,معلم,4600000000,,,,"['https://cdn.sheypoor.com/imgs/2024/07/25/442608221/666x416_Sw/442608221_4df0539037dd70febbd853e3d0b8c0f5.webp', 'https://cdn.sheypoor.com/imgs/2024/07/25/442608221/666x416_Sw/442608221_7f08de8bd918aafa5dee0c4fc48b0859.webp', 'https://cdn.sheypoor.com/imgs/2024/07/25/442608221/666x416_Sw/442608221_27da11a594b554e6a955d36f8e21125e.webp', 'https://cdn.sheypoor.com/imgs/2024/07/25/442608221/666x416_Sw/442608221_89f3ad9b366f97896d51e1b6c5d7abea.webp']",1402,3,145,"{'longitude': 53.066411018371575, 'latitude': 36.57338835737425}",دارد,دارد,دارد,,,,,,,,,,,
442817441,فروش آپارتمان 90 متر در کوی کارمندان - شیپور,sell,apartment,خرید و فروش خانه و آپارتمان,,نوع سند: شخصی تعداد طبقات: 3 تعداد واحد در طبقه: 2 وضعیت سکونت: مالک موقعیت جغرافیایی بنا: شمالی تعداد پارکینگ: ۱ طبقه ملک: 2 آشپزخانه: اپن، هود، سینک دوقلو ,مازندران,ساری,کوی کارمندان,1900000000,,,,"['https://cdn.sheypoor.com/imgs/2024/07/31/442817441/666x416_Sw/442817441_d60b53051cadb45d59b83149b48ce66b.webp', 'https://cdn.sheypoor.com/imgs/2024/07/31/442817441/666x416_Sw/442817441_1f0d3331f77773140f704f3ee18d6638.webp', 'https://cdn.sheypoor.com/imgs/2024/07/31/442817441/666x416_Sw/442817441_66e1982b3409fbc823b6fe351ee8754f.webp', 'https://cdn.sheypoor.com/imgs/2024/07/31/442817441/666x416_Sw/442817441_3368825768cc85d9e1bc1c1f85ea8643.webp', 'https://cdn.sheypoor.com/imgs/2024/07/31/442817441/666x416_Sw/442817441_4886c1e1206790986f6cf7a401f64dd1.webp']",1388,2,90,"{'longitude': 53.054217, 'latitude': 36.554748}",ندارد,دارد,دارد,,,,,,,,,,,
441675844,200 متر دو پارکینگ کامرانیه؛ لابی مشاعات آبی - شیپور,rent,apartment,رهن و اجاره خانه و آپارتمان,,نوع سند: شخصی تعداد طبقات: 5 تعداد واحد در طبقه: 2 وضعیت سکونت: تخلیه موقعیت جغرافیایی بنا: جنوبی موقعیت جغرافیایی واحد: شمالی، جنوبی تعداد پارکینگ: ۲ طبقه ملک,استان تهران,تهران,کامرانیه,,"1,500,000,000","125,000,000",,"['https://cdn.sheypoor.com/imgs/2024/06/25/441675844/666x416_Sw/441675844_24e64c81be8a0829364774824befdfb9.webp', 'https://cdn.sheypoor.com/imgs/2024/06/25/441675844/666x416_Sw/441675844_33a70a5887709cddb6579728add45eed.webp', 'https://cdn.sheypoor.com/imgs/2024/06/25/441675844/666x416_Sw/441675844_00d8f0cf63675f1ca87d11c93d357d70.webp', 'https://cdn.sheypoor.com/imgs/2024/06/25/441675844/666x416_Sw/441675844_a180840456ce04397be8087645e294af.webp', 'https://cdn.sheypoor.com/imgs/2024/06/25/441675844/666x416_Sw/441675844_95968ddf40b09bf1b98f97a58bdedfe2.webp', 'https://cdn.sheypoor.com/imgs/2024/06/25/441675844/666x416_Sw/441675844_5da73e34cfb24c984930d9ac24850faf.webp', 'https://cdn.sheypoor.com/imgs/2024/06/25/441675844/666x416_Sw/441675844_ac3f3ab0f2ea34479bb78e16dba8f0c3.webp', 'https://cdn.sheypoor.com/imgs/2024/06/25/441675844/666x416_Sw/441675844_f1d4186a61aba5c03ea2a52cab623452.webp', 'https://cdn.sheypoor.com/imgs/2024/06/25/441675844/666x416_Sw/441675844_a7c8a62a51bd3169425de9bb42c0b223.webp', 'https://cdn.sheypoor.com/imgs/2024/06/25/441675844/666x416_Sw/441675844_ab2ad4fc639d91301e18f412ed280a4f.webp', 'https://cdn.sheypoor.com/imgs/2024/06/25/441675844/666x416_Sw/441675844_8e8d03a83f570c05da7eabd7802dd5a4.webp', 'https://cdn.sheypoor.com/imgs/2024/06/25/441675844/666x416_Sw/441675844_cb3d23ee4856c6d686cce8cf57cf48d6.webp']",1388,3,200,"{'longitude': 51.467273, 'latitude': 35.805895}",دارد,دارد,دارد,,,,,,,,,,,
442988956,فروش آپارتمان 115 متر در دولت-کلاهدوز - شیپور,sell,apartment,خرید و فروش خانه و آپارتمان,,نوع سند: شخصی تعداد طبقات: 5 تعداد واحد در طبقه: 2 وضعیت سکونت: تخلیه تعداد پارکینگ: ۱ طبقه ملک: 3 نمای ساختمان: سنگی آشپزخانه: اپن، هود، گاز رومیزی، سینک تک، ,استان تهران,تهران,دولت-کلاهدوز,16500000000,,,,"['https://cdn.sheypoor.com/imgs/2024/08/05/442988956/666x416_Sw/442988956_ea6dfdfbe9687a8de275bac30b44612d.webp', 'https://cdn.sheypoor.com/imgs/2024/08/05/442988956/666x416_Sw/442988956_90a9797e5c528aabc1f9c7147d29cb5b.webp', 'https://cdn.sheypoor.com/imgs/2024/08/05/442988956/666x416_Sw/442988956_9221009d4850cb37106b45f8513e8a96.webp', 'https://cdn.sheypoor.com/imgs/2024/08/05/442988956/666x416_Sw/442988956_cc5e7847174fbbd3977fa56042295f88.webp', 'https://cdn.sheypoor.com/imgs/2024/08/05/442988956/666x416_Sw/442988956_1b7cdfaa26cebe06d27ad6ff866a1266.webp', 'https://cdn.sheypoor.com/imgs/2024/08/05/442988956/666x416_Sw/442988956_7a17465e0f03d3f31ae8938af7be681a.webp', 'https://cdn.sheypoor.com/imgs/2024/08/05/442988956/666x416_Sw/442988956_d9506cecd66a9263d9e570c6d47a8b50.webp', 'https://cdn.sheypoor.com/imgs/2024/08/05/442988956/666x416_Sw/442988956_8130db5782c42699b7f6c4be07425748.webp', 'https://cdn.sheypoor.com/imgs/2024/08/05/442988956/666x416_Sw/442988956_c34f479195948855bc75b75c4947db45.webp', 'https://cdn.sheypoor.com/imgs/2024/08/05/442988956/666x416_Sw/442988956_bcb5d09453e485b042409eb086e499f7.webp']",1383,2,115,"{'longitude': 51.45878074660803, 'latitude': 35.78014854046859}",دارد,دارد,دارد,,,,,,,,,,,
442115211,47 متری فول بازسازی شده طراحی مدرن - شیپور,sell,apartment,خرید و فروش خانه و آپارتمان,,طبقه ملک: 3 نمای ساختمان: رومی آشپزخانه: هود، سینک دوقلو، هواکش، گاز رومیزی کابینت: های گلاس کفپوش: سرامیک سیستم گرمایشی و سرمایشی: کولر آبی سایر امکانات: دیوار,استان تهران,اندیشه,فاز 1,1500000000,,,,"['https://cdn.sheypoor.com/imgs/2024/07/09/442115211/666x416_Sw/442115211_55685d25723b87411f1557693b593ecc.webp', 'https://cdn.sheypoor.com/imgs/2024/07/09/442115211/666x416_Sw/442115211_2820a1504f26a56eceedaa281ef94f17.webp', 'https://cdn.sheypoor.com/imgs/2024/07/09/442115211/666x416_Sw/442115211_20b4e5e5730dbc087aa665e3ca007996.webp', 'https://cdn.sheypoor.com/imgs/2024/07/09/442115211/666x416_Sw/442115211_f29dfde1c18b12fb29b6c9660d62af37.webp', 'https://cdn.sheypoor.com/imgs/2024/07/09/442115211/666x416_Sw/442115211_f918e975031c443b46177624453a8657.webp', 'https://cdn.sheypoor.com/imgs/2024/07/09/442115211/666x416_Sw/442115211_ca2e07e234518f2c7fd099e02ea0703e.webp', 'https://cdn.sheypoor.com/imgs/2024/07/09/442115211/666x416_Sw/442115211_b20ef496831a75b40199391aed354a0f.webp', 'https://cdn.sheypoor.com/imgs/2024/07/09/442115211/666x416_Sw/442115211_1550e8d997561839a43378c61c72dcef.webp']",1388,1,47,"{'longitude': 51.01917296615895, 'latitude': 35.68274874430429}",دارد,دارد,دارد,,,,,,,,,,,
442949274,فروش آپارتمان 97 متر در کلاکسر - شیپور,sell,apartment,خرید و فروش خانه و آپارتمان,,نوع سند: شخصی تعداد طبقات: 4 تعداد واحد در طبقه: 2 طبقه ملک: 2 نمای ساختمان: سنگی آشپزخانه: اپن کابینت: MDF کفپوش: پارکت سیستم گرمایشی و سرمایشی: شوفاژ، پکیج، ,مازندران,آمل,کلاکسر,2300000000,,,,"['https://cdn.sheypoor.com/imgs/2024/08/04/442949274/666x416_Sw/442949274_74aecf9d1bf8e49d2cdbf1e1677f07ad.webp', 'https://cdn.sheypoor.com/imgs/2024/08/04/442949274/666x416_Sw/442949274_a2665d3c04c53116ba41a833a0f0ae08.webp', 'https://cdn.sheypoor.com/imgs/2024/08/04/442949274/666x416_Sw/442949274_3f59836e3dcfe46bc40a5a7b2151d6be.webp', 'https://cdn.sheypoor.com/imgs/2024/08/04/442949274/666x416_Sw/442949274_a2351d81b0962d2889ac31eeea6c4284.webp', 'https://cdn.sheypoor.com/imgs/2024/08/04/442949274/666x416_Sw/442949274_3dc01a558f4daeb92ef1274a1424b24f.webp', 'https://cdn.sheypoor.com/imgs/2024/08/04/442949274/666x416_Sw/442949274_c137fdd912007045b02eb78cd455ab53.webp']",1395,2,97,"{'longitude': 52.342300415039, 'latitude': 36.499597897962}",دارد,دارد,دارد,,,,,,,,,,,
435472613,فروش آپارتمان 108 متر در خیابان بابل ارغوان عظیمی - شیپور,sell,apartment,خرید و فروش خانه و آپارتمان,,نوع سند: شخصی تعداد طبقات: 4 تعداد واحد در طبقه: 2 وضعیت سکونت: مستأجر تعداد پارکینگ: ۱ نمای ساختمان: سنگی آشپزخانه: سینک دوقلو کابینت: MDF کفپوش: سرامیک سیستم ,مازندران,قائم شهر,خیابان بابل,2700000000,,,,['https://cdn.sheypoor.com/imgs/2024/01/02/435472613/666x416_Sw/435472613_2d1eb55f63baf4b2820b8ce10b57f87d.webp'],1402,2,108,"{'longitude': 52.840118408203125, 'latitude': 36.469751401875634}",دارد,دارد,دارد,,,,,,,,,,,
412210321,فروش ویلا 208 متر در باقرتنگه - شیپور,sell,house,خرید و فروش ویلا,,((برای مشاوره و خرید و فروش ملک های خود با ما تماس بگیرید))  مشخصات ویلا::   * متراژ زمین: 208  * متراژ بنا : 110  *دو خواب   * سند تک برگ   به قیمت،قابل معاوضه,مازندران,بابلسر,باقرتنگه,2750000000,,,,"['https://cdn.sheypoor.com/imgs/2022/09/24/412210321/666x416_Sw/412210321_f73a14a83eeb379a074d260482cdd691.webp', 'https://cdn.sheypoor.com/imgs/2022/09/24/412210321/666x416_Sw/412210321_bc0cbcc9c4fa2a9c6eb23b75e1d534a6.webp', 'https://cdn.sheypoor.com/imgs/2022/09/24/412210321/666x416_Sw/412210321_b6c96b03a153e63e469e682d852e93c0.webp', 'https://cdn.sheypoor.com/imgs/2022/09/24/412210321/666x416_Sw/412210321_a8222f315eec4ec5781d9fe8c13ae2cf.webp', 'https://cdn.sheypoor.com/imgs/2022/09/24/412210321/666x416_Sw/412210321_027a9faccb544c8390cae71d1d8df7b1.webp', 'https://cdn.sheypoor.com/imgs/2022/09/24/412210321/666x416_Sw/412210321_5fac990fe1a36e80ff8fb1852c3c4fa8.webp', 'https://cdn.sheypoor.com/imgs/2022/09/24/412210321/666x416_Sw/412210321_1761e642157a2256aa933bd5b40a940f.webp', 'https://cdn.sheypoor.com/imgs/2022/09/24/412210321/666x416_Sw/412210321_79e1e756923225f6d90d9e1c763af0cf.webp', 'https://cdn.sheypoor.com/imgs/2022/09/24/412210321/666x416_Sw/412210321_75231494d742fb4e7ce14a1d74974f1f.webp', 'https://cdn.sheypoor.com/imgs/2022/09/24/412210321/666x416_Sw/412210321_2f9604fecde06cbcef4c07d740d76c00.webp', 'https://cdn.sheypoor.com/imgs/2022/09/24/412210321/666x416_Sw/412210321_37db805e509503f7acc0059caf190e19.webp']",1384,2,208,"{'longitude': 52.710599899291985, 'latitude': 36.707169014703126}",,دارد,دارد,,,,,,,,,,,
428078949,فروش ویلا 140 متر در بلوار ذوالفقاری - شیپور,sell,house,خرید و فروش ویلا,,((برای مشاوره و خرید و فروش ملک های خود با ما تماس بگیرید))  مشخصات ویلا::   * زمین: 14 متر   * بنا: 90 متر   *دو خواب   * سند: مبایعه نامه ای  امکانات داخلی ,مازندران,بابلسر,بلوار ذوالفقاری,2800000000,,,,"['https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_32d9933718324e12e6187a2f1933355e.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_3ddf4748941191323f427811bc37d079.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_a83652f0a3ac4897f6bd67ffe44eba70.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_71f3f7e84b1ff376af20644c3dbaaa83.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_cf76d5da291dc0ecb4508a248b60c0de.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_20ffec8791890d692d9c74d1802113f3.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_f263d7332b4822d977c9c0145a3e0e0a.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_fdf51db720d3f588f24f1369c99a59ef.webp']",1396,2,140,"{'longitude': 52.6778984069, 'latitude': 36.7070657988}",,دارد,دارد,,,,,,,,,,,
414336518,فروش آپارتمان 65 متر در فاز 1 - شیپور,sell,apartment,خرید و فروش خانه و آپارتمان,,طبقه ملک: 2  مسکن بزرگ کادوس املاک بزرگ کادوس بزرگترین و قویترین املاک منطقه همه روزه بدون تعطیلی... قیمت ها منتظر شما نخواهند ماند... به جای وقت تلف کردن با ,استان تهران,اندیشه,,1600000000,,,,"['https://cdn.sheypoor.com/imgs/2022/10/20/414336518/666x416_Sw/414336518_deb6baf1919d03837c569205d7b91df3.webp', 'https://cdn.sheypoor.com/imgs/2022/10/20/414336518/666x416_Sw/414336518_acb311c424803386bf2491c0111550fa.webp', 'https://cdn.sheypoor.com/imgs/2022/10/20/414336518/666x416_Sw/414336518_06ae1fb5d48a65af540079b914b252d4.webp', 'https://cdn.sheypoor.com/imgs/2022/10/20/414336518/666x416_Sw/414336518_e0668b58f249a5d6e50f8dc104d799c1.webp', 'https://cdn.sheypoor.com/imgs/2022/10/20/414336518/666x416_Sw/414336518_db867c388e30e92326fa7c5e525e866f.webp', 'https://cdn.sheypoor.com/imgs/2022/10/20/414336518/666x416_Sw/414336518_3de513c3d28bea9ec77f4db01e70fa06.webp', 'https://cdn.sheypoor.com/imgs/2022/10/20/414336518/666x416_Sw/414336518_f8b0eec40d4b8d6d88eb69403c29b98d.webp', 'https://cdn.sheypoor.com/imgs/2022/10/20/414336518/666x416_Sw/414336518_4b9f2e39b756debe0f3482820be2de6d.webp', 'https://cdn.sheypoor.com/imgs/2022/10/20/414336518/666x416_Sw/414336518_97a32b9d515f3d807dd8aa3630cb3717.webp', 'https://cdn.sheypoor.com/imgs/2022/10/20/414336518/666x416_Sw/414336518_bb84ed47bc5565b6e684a8ead83d3df9.webp', 'https://cdn.sheypoor.com/imgs/2022/10/20/414336518/666x416_Sw/414336518_be0c3613c2bd0459f403277373a94fcd.webp']",1395,2,65,"{'longitude': 51.0227582, 'latitude': 35.7078279}",دارد,دارد,دارد,,,,,,,,,,,
443166338,فروش آپارتمان 58 متر در پونک - شیپور,sell,apartment,خرید و فروش خانه و آپارتمان,,مشخصه ملک: برج نوع سند: شخصی وضعیت سکونت: تخلیه تعداد پارکینگ: ۱ طبقه ملک: 4 نمای ساختمان: سنگی آشپزخانه: هود، گاز رومیزی، سینک دوقلو کابینت: ممبران، صفحه کورین,استان تهران,تهران,پونک,8700000000,,,,"['https://cdn.sheypoor.com/imgs/2024/08/10/443166338/666x416_Sw/443166338_f60ffa71d5b665b27c686b386d9cada9.webp', 'https://cdn.sheypoor.com/imgs/2024/08/10/443166338/666x416_Sw/443166338_5d06dcc9b3ce56c1564b49d7827db1c0.webp']",1403,1,58,"{'longitude': 51.329813, 'latitude': 35.765557}",دارد,دارد,دارد,,,,,,,,,,,
412215036,ویلاباغ 270 متر درمنطقه( رودبنه/روستای پهمدان)لاهیجان) - شیپور,sell,house,خرید و فروش ویلا,,نمای ساختمان: سنگی آشپزخانه: هود، سینک دوقلو، گاز رومیزی، اپن کفپوش: پارکت  کدفایل87179 گیلان/لاهیجان _منطقه رودبنه و روستای پهمدان  فروش ویلاباغ  متراژزمین=,گیلان,رودبنه,,3500000000,,,,"['https://cdn.sheypoor.com/imgs/2022/07/25/412215036/666x416_Sw/412215036_ec0369a0e4f546b7d70be380d316dd99.webp', 'https://cdn.sheypoor.com/imgs/2022/07/25/412215036/666x416_Sw/412215036_1e2c9fe628ea5a76a15cd359bb95d6a7.webp', 'https://cdn.sheypoor.com/imgs/2022/07/25/412215036/666x416_Sw/412215036_f802c48183c72d230cb03dd130131df0.webp', 'https://cdn.sheypoor.com/imgs/2022/07/25/412215036/666x416_Sw/412215036_82d24877f927142928a00a954dee9841.webp', 'https://cdn.sheypoor.com/imgs/2022/07/25/412215036/666x416_Sw/412215036_4e33a4cd6f33b11c38bcac40a20c202b.webp', 'https://cdn.sheypoor.com/imgs/2022/07/25/412215036/666x416_Sw/412215036_b08260a1c455a0aec57e361c8cd1c199.webp', 'https://cdn.sheypoor.com/imgs/2022/07/25/412215036/666x416_Sw/412215036_cfe18f51942da7c7491acfe5bff6720b.webp', 'https://cdn.sheypoor.com/imgs/2022/07/25/412215036/666x416_Sw/412215036_92c474f6095b1bdb76bbef98baed71e3.webp']",1391,2,270,"{'longitude': 50.007963, 'latitude': 37.256608}",,دارد,دارد,,,,,,,,,,,
443273848,مغازه فروشی همکف پاساژ - شیپور,sell,خرید و فروش اداری، تجاری و صنعتی,خرید و فروش اداری، تجاری و صنعتی,,مغازه 9 متر کف 9 متر بالکن دومین مغازه سر پاساژ روبروی مترو  و روبروی سه راه واقع در مرکز خرید منطقه با امکانات کامل,استان تهران,تهران,پیروزی,9000000000,,,,['https://cdn.sheypoor.com/imgs/2024/08/13/443273848/666x416_Sw/443273848_fd8b3419455d0d5416a249a42d83e17c.webp'],,,13,"{'longitude': 51.486075, 'latitude': 35.695595}",,,,,,,,,,,,,,
410632251,2000متر/سد نمرود/سله بن/مشرف به دریاچه سد/بهشت گمشده تهران - شیپور,زمین و باغ,زمین و باغ,زمین و باغ,,‌***  گروه مشاورین سرو  *** ‌ ‌‌ % کلکسیونی از بهترین و متنوع ترین فایلها % ‌‌ ‌‌ ‌* منطقه سد نمرود‌ ‌* سله بن‌‌ ‌‌* دشت چزکین‌‌ * ارجمند‌ * ورسخواران‌ * اندریه,استان تهران,آبسرد,,,,,,"['https://cdn.sheypoor.com/imgs/2022/06/22/410632251/666x416_Sw/410632251_c8199181f3d62acb90d01c020609c706.webp', 'https://cdn.sheypoor.com/imgs/2022/06/22/410632251/666x416_Sw/410632251_b069567e5c22e529310d0da5e5880934.webp', 'https://cdn.sheypoor.com/imgs/2022/06/22/410632251/666x416_Sw/410632251_ed20f4bfaff0c438652813537e91de80.webp', 'https://cdn.sheypoor.com/imgs/2022/06/22/410632251/666x416_Sw/410632251_cfca29fa9ee9ab13b35c55b1ec0e02b4.webp', 'https://cdn.sheypoor.com/imgs/2022/06/22/410632251/666x416_Sw/410632251_65b0585f929c90174673915cad137356.webp', 'https://cdn.sheypoor.com/imgs/2022/06/22/410632251/666x416_Sw/410632251_0c8d9808fbc0fba0533e32c5ef9ef407.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_b2c6821d1ad490f8d1067361cfc4dd02.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_a4199f9ff28d4fc8436ffc17a1b39385.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_54cdfc5fe53632eca1e7fc5b7ecd5193.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_29df735bcca98fc7262e5d87ea1d9d45.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_ef125fc788e45774e3dcb832731e4895.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_6aa7d8e8342eabe6d8c0be75bcd78aa4.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_f84c4115667b4d495673224f5122363f.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_11742170bb3ff53a9c955741db233262.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_dc389be211480dfbe5f767d2e504240e.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_75b752c7019426205284180c3e05ade8.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_71cfc5780e601b4c1c3334284548a8dc.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_42a788f984798a58b8cfa03dc0c8a63a.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_f8e6bdfac77c47b24433f212dcccc1b7.webp', 'https://cdn.sheypoor.com/imgs/2024/07/20/410632251/666x416_Sw/410632251_fd959b5095fedd239122b9f9a9f3e58f.webp']",,,"2,000","{'longitude': 52.165658, 'latitude': 35.630136}",,,,,,,,,,,,,,
