token,title,rent/sell,apartment/house,category,register_data,description,city,district,price,credit,rent,business-type,image,build_date,room,meterage,location,elevator,parking,storage,unitpf,tabaghe,sanad,jahat,vaziat,balkon,wc,jenskaff,cooler,heater,tamin_hot_water
gZ3mFMyb,آپارتمان ۹۰متر دو خواب ویو _ کاج,residential-rent,apartment-rent,apartment-rent,10-8-2024,"آپارتمان ۹۰متر دو خواب ویو _ کاج|اجارهٔ آپارتمان|تهران، سعادت‌آباد|خرید و فروش ++++ به نام خالق هستی ++++

⚜️تاپ لوکیشن مسکونی سعادت‌آباد⚜️
              ⚜️دنج و آرام⚜️
      ⚜️خیابان عربض و مشجر⚜️
  ⚜️سازه ای فاخر با امکانات کامل⚜️

✅90متر 2خواب
✅ویو بی نطیر و بدون مشرف
✅سالن خوش چیدمان
✅آشپزخانه دلباز 
✅اتاق های بزرگ
✅سرویس های فوق العاده شیک
✅تراس کاربردی

⭕پارکینگ
⭕انباری
⭕آسانسور
⭕اجتماعات 
⭕سرایدار مقیم

        $$بدون مشابه قیمت و شرایط$$
کارشناس تخصصی کلیه امور ملکی سعادت‌آباد و شهرک غرب
__آزاد __| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",tehran,saadat-abad,0,1300000000,13000000,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/H3-w7b4nIbJQYlRPQlsZoA/401bed62-f7d1-414a-bb36-931df1509cab.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/HTynclXkqCh6kMr2xcR3BA/ff1de9a3-ed86-45f1-b20f-e9ee586f3e86.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/b_CFbgB53K2MZgoEwsq3jg/fa65f9bb-d9bf-4e26-b831-2cd614181aad.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/Fj8cZS1j_MQ2HkBKCKoxkQ/ba9d812e-e2b6-4b19-8483-009a137dc79c.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/lMFw1hLJum0SNlRJwLOVTw/5be01c3b-4c16-4c6f-8afd-218362858c0d.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/0K332ISyJwiXqq9DA0jAoA/b680f352-e7ee-4e46-b57d-0be955472a03.jpg']",1396,2,90,"{'latitude': 35.78194, 'longitude': 51.374905}",دارد,دارد,دارد,2,,,جنوبی,,دارد,ایرانی و فرنگی,سنگ,داکت اسپلیت,داکت اسپلیت,موتورخانه
gZ3mGifa,واحد اداری ۵۰ متری واقع در شهدای شرقی,commercial-sell,office-sell,office-sell,10-8-2024,"واحد اداری ۵۰ متری واقع در شهدای شرقی|فروش دفتر کار، دفتر اداری و مطب|خرم‌آباد|خرید و فروش ☆☆املاک ارشیا☆☆

 ○●با ما آسان معامله کنید ○●
با املاک ما خاطره‌ای خوش به همراه تضمین سود از خرید و فروش و رهن یا اجاره خود داشته باشید


❌️❌️❌️❌️❌️❌️❌️


✅️۵۰ متر 
✅️طبقه ۳
✅️۱ اتاق 
✅️۲ واحدی
✅️کف سرامیک
✅️پارتیشن شده
✅️کولرگازی
✅️سرویس بهداشتی
✅️بخاری
✅️کمددیواری
✅️گاز مستقل
✅️کاغذ دیواری شده
✅️جنوبی
✅️جلوی خیابان اصلی
✅️ساخت سال ۹۵
✅️خوش ساخت 
✅️لوکیشن عالی
✅️ بسیار مناسب برای مشاغل اداری ،مطب و‌...
✅️مرکز شهر 
✅️خیابان پر تردد شهدای شرقی


❌️❌️❌️❌️❌️❌️❌️


آدرس شهدای شرقی روبروی بانک سرمایه 
○●مشاور خانم بیرانوند| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",khorramabad,,3000000000,0,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/CvydrRrJWW01j0u3UymCpg/1562e39b-d8f9-4590-874b-a08d0b2f2550.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/z9smCdVZdhPPgfHGpT9fzA/d03e265d-4a93-4e49-8e76-2ad91be53048.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/9XtePqOmsFruuFrj6crOdA/6365bad5-8370-407b-b18f-f6bd9216a746.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/f5G_NkEFrICtBdgVdg9SyQ/f0fd7517-915a-463d-a1c7-32f6cfc8a955.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/YSNi4mT4hSOSrJvr1Hd5bQ/b783a50c-0c82-4252-afe2-57b07c503909.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/AnH4MO4UjWQznqZH_zLI1A/2105c044-1395-4745-9c99-286ecef8cd9c.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/LkaEw6vIftuCuNoEfaoJ0Q/47900137-1f1b-4c07-8cdf-27ad08797b89.jpg']",1395,1,50,,,,,,,,,,,,,,,
gZ3mGjdw,آپارتمان  ۷۵ متری محدوده حسین آباد حاج تقی,residential-rent,apartment-rent,apartment-rent,10-8-2024,"آپارتمان  ۷۵ متری محدوده حسین آباد حاج تقی|اجارهٔ آپارتمان|گرمسار|خرید و فروش با سلام و احترام
اجاره آپارتمان 
طبقه ۱
۷۵ متر 
تک خواب 
کابینت  mdf
بالکن 
کولر آبی
کف سرامیک
محیط آرام
برای هماهنگی جهت بازدید تماس حاصل فرمایید

‍مشاور شما:اویس مالکی| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",garmsar,,0,90000000,4500000,real-estate-business,,1392,1,75,"{'latitude': 35.216698, 'longitude': 52.3411}",ندارد,ندارد,ندارد,1,,,جنوبی,بازسازی شده,دارد,ایرانی,سرامیک,کولر آبی,بخاری,آبگرم‌کن
gZ3mGk1y,اجاره خونه روزانه,temporary-rent,suite-apartment,suite-apartment,10-8-2024,"اجاره خونه روزانه|اجارهٔ کوتاه مدت آپارتمان و سوئیت|مشهد، طبرسی شمالی|خرید و فروش سلام
سوییت تمیزه 
فاصله تا حرم مطهر 10دقیقه| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",mashhad,north-tabars,0,0,0,personal,"['https://s100.divarcdn.com/static/photo/neda/post/alEVH-5pJe9yE7HeMp67yA/ffbc3d6c-8320-4278-9e4e-26c46a6e150b.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/N9pjc3HNTNX1vpKwLSE9VA/6fe61a9d-e1a4-44e9-b5cd-bed34ee6ea9e.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/82PgEkgr-RxTQ6mkra-qXA/bd6af7a1-1af3-45d8-aa88-602efe63dfbd.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/pOhQkWrVZB5_TTe1S_7Xsg/09052059-dff5-44c5-823b-967db6311e87.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/gXabmN_bTCj4QwZm5gzLGQ/23adbe0c-95f6-4885-aac3-e83e096f2f48.jpg']",,1,60,,,,,,,,,,,,,,,
gZ3mGkV9,خانه ویلایی با حیاط مشترک,residential-rent,house-villa-rent,house-villa-rent,10-8-2024,"خانه ویلایی با حیاط مشترک|اجارهٔ خانه و ویلا|قدس|خرید و فروش خانه تازه رنگ شده و تخلیه هستش و با مکان آرام و بدون حاشیه
 به مجردم داده میشود | سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",qods-city,,0,100000000,3000000,personal,"['https://s100.divarcdn.com/static/photo/neda/post/VKfELYjjnKw-5kakvcxXxQ/ad172f58-0fc0-42d4-9757-e784537b40bd.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/OpqpG1DLbXngt7jcZkVDVQ/3619d960-baae-476a-ac39-5da6957da440.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/W3IKESFavPWCS4d54mx1fw/26778d09-0d9e-4eef-a88c-37a1ef4933f4.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/6Zf5zWgUkvihiZcbWDHOLA/ccf68285-1f4e-4c49-9d8a-606d2919bb7f.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/SlqLtkLbpA5Syjkk4tprrg/833a79cb-0296-4712-9310-5a1ba00ddc5a.jpg']",1387,1,50,,,ندارد,دارد,,,,شرقی,بازسازی نشده,ندارد,ایرانی,,,,
gZ3mGpH7,آپارتمان ۱۱۵متری ۲دوخواب - تمیز,residential-rent,apartment-rent,apartment-rent,10-8-2024,"آپارتمان ۱۱۵متری ۲دوخواب - تمیز|اجارهٔ آپارتمان|مشهد، هاشمیه|خرید و فروش با عرض سلام و درودی

ملک واقع در  صارمی 
فول امکانات
غرق نور و آفتاب 
خونه بسیار دلباز و مخصوص سخت پسندان
لوکیشن بسیار عالی
بهترین لوکیشن منطقه!
بدون سروصدا و مزاحمت همسایگان
بازسازی شده 
مخصوص سخت پسندان
 
ملک خوب زود واگزار میشود
(اعتبار اگهی ۶ روز)

موارد مشابه موجود میباشد.
برای اطلاعات بیشتر تماس حاصل فرمایید.| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",mashhad,hashemieh,0,300000000,14000000,real-estate-business,['https://s100.divarcdn.com/static/photo/afra/post/4ZKgZmi2UZJFMCKYyWWwPQ/F97A5611-57F2-491C-8C8C-D332EC55DF9E.jpg'],1393,2,115,,,,,,,,,,,,,,,
gZ3mGsZa,اجاره سویت یک خوابه تمیز به صورت مبله,temporary-rent,suite-apartment,suite-apartment,10-8-2024,اجاره سویت یک خوابه تمیز به صورت مبله|اجارهٔ کوتاه مدت آپارتمان و سوئیت|شیراز، شریف‌آباد|خرید و فروش اجاره به صورت روزانه و کوتاه مدت| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار,shiraz,sharif-abad,0,0,0,personal,"['https://s100.divarcdn.com/static/photo/neda/post/llU-5TpTFdLDprqR4bjY7A/a1ae61c4-352a-41f4-83da-ed1294e8a334.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/92P-4zHgalrn0u9qFIMRAQ/19ec4569-f661-4141-998f-f4e524927610.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/KeVfEn2hsW4B6ZrZjMDOtA/118c7dbc-69d4-4ed4-9e04-caa691feb2e0.jpg']",,1,50,,,,,,,,,,,,,,,
gZ3mGUz5,۱۴۰ متر و شیک,residential-sell,apartment-sell,apartment-sell,10-8-2024,"۱۴۰ متر و شیک|فروش آپارتمان|تهران، زعفرانیه|خرید و فروش ۱۴۰ متر 
۳ خواب ( مستر )
فول امکانات
۲ پارکینگ سندی| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",tehran,zafaraniyeh,40000000000,0,0,real-estate-business,,1395,3,140,,,,,,,,,,,,,,,
gZ3mGv19,اجاره واحد۱۵۵متری_۳خواب_۱خواب مستر کوی مهر,residential-rent,apartment-rent,apartment-rent,10-8-2024,"اجاره واحد۱۵۵متری_۳خواب_۱خواب مستر کوی مهر|اجارهٔ آپارتمان|کرج، کوی مهر|خرید و فروش ⚜️دپارتمان املاک مهرشهرنشین⚜️

متراژ۱۵۵متر 
کاملا خوش نقشه
سالن پذیرایی خوش چیدمان
۳ خواب ۱ خواب مستر
ویو دلباز ابدی
کف پارکت
تراس بزرگ
واحد کاملا آفتابخور
واحد نقاشی و کاغذ دیواری شده
سرایداری مقیم
دسترسی آسان به مراکز خرید
محوطه بسیار زیبا و دلنشین

پژمان| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",karaj,kuy-mehr,0,1300000000,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/E5fRGH2U9tXVoOhQgTUXag/ef912b8e-c0a0-4fc8-98e8-72a067442369.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/YrahYmYNy4x64BCP9Loorg/757e89fa-2ad5-42d5-80d9-0195f0aee390.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/bVqvqSft0y1j5Vi_lUX23g/08b013ea-9fc4-4f58-8b79-a4661e80bdae.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/rnyrsKpnsq5q4-9YouseHQ/db3a6c98-6ef6-42f8-98b7-7a1149532438.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/UDvrp4KjBXyC36UckFUlfQ/a069e3de-59be-426e-a241-ebf9b4a168d5.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/NXnnQUYEsroeqjcySTiw1g/34929894-f59d-4afb-8ce5-1f9a14c132f2.jpg']",1398,3,155,"{'latitude': 35.793518, 'longitude': 50.877148}",دارد,دارد,دارد,3,,,جنوبی,بازسازی شده,دارد,ایرانی و فرنگی,پارکت چوب,کولر آبی,شوفاژ,پکیج
gZ3mGxgM,اجاره اتاق,residential-rent,house-villa-rent,house-villa-rent,10-8-2024,"اجاره اتاق|اجارهٔ خانه و ویلا|تهران، هاشمی|خرید و فروش اجاره اتاق پیش ۵میلیون ماهی ۴ میلیون اجاره
خانه دارای ۴ اتاق 
۲ اتاق طبقه اول
۲ اتاق طبقه دوم
سرویس مشترک
تک تک یا با هم اجاره داده میشود
به انبار و کارگاه هم داده میشود| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",tehran,hashemi,0,5000000,4000000,personal,,1370,4,80,"{'latitude': 35.68863161088451, 'longitude': 51.35949456840132}",,ندارد,دارد,,,,,بازسازی نشده,دارد,,,,,
gZ3mhUiE,آپارتمان‌۲ خواب فول ۹۰ متری,residential-sell,apartment-sell,apartment-sell,10-8-2024,"آپارتمان‌۲ خواب فول ۹۰ متری|فروش آپارتمان|پرند|خرید و فروش ✅ آپارتمان ۲ خوابه فول امکانات لاکچری 
✅ ۱۳۰ میلیون رهن مستاجر کسر شده 
✅ خوش نقشه و دلباز چیدمان عالی 
✅ دسترسی عالی به امکانات رفاهی و تجاری 
✅ مناسب برای سکونت و سرمایه گذرای 
✅ واقع در بلوار بعثت زیر قیمت منطقه 
✅ همسایگان محترم همه چی تمام| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",parand-city,,1200000000,0,0,personal,"['https://s100.divarcdn.com/static/photo/neda/post/cAbKM32jG42le5T5DQkQiQ/8cbfe24e-614f-481d-95d7-32fdf34caa15.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/uCEmdDelo-m3tbpR6yNiOg/a57a1f58-9f88-4d4a-9912-662db697fa99.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/AsuK9Rxwsa8ASfhTBECcgQ/3defc910-732d-4646-86b0-c34d88390c5c.jpg']",1399,2,90,,دارد,دارد,ندارد,4,,,,بازسازی نشده,دارد,,سرامیک,,,
gZ3mldEO,سجادشهر بلوک ۶۴  قطعه ۳۶,residential-sell,plot-old,plot-old,10-8-2024,سجادشهر بلوک ۶۴  قطعه ۳۶|فروش زمین و کلنگی|ایرانشهر|خرید و فروش سجادشهر بلوک ۶۴ قطعه ۳۶   دونبش  موقعیت تجاری مسکونی  عرض ۱۰  سند تک برگ| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار,Iranshahr,,1250000000,0,0,personal,,,,,"{'latitude': 27.208372882087, 'longitude': 60.658930453957}",,,,,,,,,,,,,,
gZ3mlESh,۵۸متر_فول دیزاین_مختص پسندان_فول امکانات,residential-rent,apartment-rent,apartment-rent,10-8-2024,"۵۸متر_فول دیزاین_مختص پسندان_فول امکانات|اجارهٔ آپارتمان|تهران، کوی فردوس|خرید و فروش ✔✔✔بهترین و زیر قیمت ترین فایل موجود در منطقه ، برای هماهنگی بازدید حتما تماس بگیرید

عکسها متعلق به واحد میباشد
قابلیت رهن کامل و سکونت چندساله

✅۵۸متر تکخواب استاندارد نقشه عالی بدون ضعف
✅لابی و باشگاه بدنسازی و سیستم هوشمندو….  
✅فول امکانات(آسانسور،پارکینگ،انباری،بالکن)
✅ مشاعات عالی و شیک
✅دسترسی بینظیر و راحت 
✅خوش نقشه بدون پرتی
✅۵طبقه ۴واحدی
✅واحد به قیمت رسیده شده
✅نورگیر عالی  
✅بهترین لوکیشن نزدیک هایپراستار

   * تخفیف خوب برای مشتری خوب *

اولین بازدید= قرارداد بدون شک
اولویت بازدید با اولین تماس

●پاسخگویی تماس از ۵صبح تا ۱بامداد
●حتی روزهای تعطیل| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",tehran,kooy-e-ferdos,0,950000000,3000000,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/twLLtNUgzbJnuwVIDGRWeg/8ed8d336-d96e-47af-b467-d21f24039344.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/aqwEFhjhPtb7Pk-94kwUYw/6f6a65d0-2c7d-4fcb-b4f3-69f6fe4987c7.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/kxNrTadu6-5Sis9CXifeGQ/ecbfa203-801d-4e1b-8e35-b017fbce94e5.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/zlWGgvpuSHOiZgr2FhFoAQ/be0d61ce-e245-402c-8f04-f715d22bbc4d.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/tKDF6oEOVjzlyiTYWRuB8w/5d8e035a-6402-4d3c-89c8-f4d041f3b6bd.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/TzuQY9EDR7dC-sggbcfn4Q/8b143bc2-fcc0-4f5a-b74c-9da4e8a72d75.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/ZPU8NRzCUY4EkALzJYt2HA/de6df34c-27ef-4e65-abbf-34cecf4ea2fd.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/pv-eBzvVWTJiRp05X50wWg/f3cde812-00f9-4da3-8460-58cd867c34cc.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/QRmEFzFjCM6Ybrl9wrrKpA/8944e43a-1a79-466a-9159-f134a059065e.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/6frwOhc8l7ZSulItkZJ4rw/a2fa9cd2-5791-4c23-b5c0-36507c0a2bd8.jpg']",1400,1,58,"{'latitude': 35.729025427145, 'longitude': 51.29602432251}",,,,,,,,,,,,,,
gZ3mll8e,مغازه ۳۰ متر واقع در شهید عالمی,commercial-sell,shop-sell,shop-sell,10-8-2024,"مغازه ۳۰ متر واقع در شهید عالمی|فروش مغازه و غرفه|قدس|خرید و فروش با سلام خدمت عزیزان 
یک باب مغازه به متراژ ۳۰ متر با تمامی امتیازات و انشعابات آب برق گاز تلفن دارای سرویس بهداشتی و روشویی سقف کاذب کیفیت خوب کف سرامیک عالی درجه یک این مغازه قبلا ارایشگاه زنانه بوده تمامی وسایل نو هستش کسی اگر با وسایل خواست تخفیف خوبی میدم مغازه لوکیشنش عالیه پاخور خیلی عالی داره مناسب برای سوپر مارکت و ارایشگاه زنانه و…
به خریدار تخفیف میدم ابن قیمت اصلا مغازه گیر نمیاد پول لازم هستم 
با تشکر دیوار| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",qods-city,,1750000000,0,0,personal,"['https://s100.divarcdn.com/static/photo/neda/post/6IVk72AXUyTf_nQmXAUTag/2a646060-567e-4c19-86bc-9fbccb3e80ac.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/11ThJSu-E2xF-kc2uwisRg/81b74719-2615-43b5-a900-4d2bbbc35058.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/OLLxwZeI8oK5DE1rqqX-ag/226f6497-f3a4-4087-9552-dd087d1fb733.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/ZLRAWdFtLLhXr0a4j1wn-Q/9b5adca2-6677-40a6-85b9-5f6b7dc438fd.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/I_1XgujePriLC5-O_rZnnQ/29117507-ee32-493f-b6ef-35598ff376c0.jpg']",1392,0,30,"{'latitude': 35.710223431244, 'longitude': 51.108976666078}",,,,,,,,,,,,,,
gZ3mlSLE,فروش ۱۰۰ متر زمین اسکلت شده دو کله,residential-sell,plot-old,plot-old,10-8-2024,"فروش ۱۰۰ متر زمین اسکلت شده دو کله|فروش زمین و کلنگی|نورآباد|خرید و فروش ۱۰۰متر زمین دوکله 
۳طبقه شناژ و اسکلت شده 
همکف یک مغازه ۶۰ متری و یک پارکینگ 
دو طبقه ۱۰۰ متری اسکلت شده 
یک طرف به خیابان اصلی پشتش به کوچه 
مهندسی ساز محکم 

آدرس :خیابان شهید فرهادی پایین تر از سیلو| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",nurabad,,4000000000,0,0,personal,"['https://s100.divarcdn.com/static/photo/afra/post/xss8H2dc8utQFXm_AwsOLA/e12024de-dcf2-4a01-9f95-7268631de54a.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/wBgHg4ybihrlMddyWDHBjw/44e5b68e-f6b9-46c2-9114-c56410b00eab.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/WOZjIxEq--pstLQPo9Sohw/de0d69c2-a283-481d-a125-5cba0ffccbfd.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/n62oPeooAuIH_P1XCfqgvw/84c1f5d7-25f4-48fc-a5e1-ce9325061b5c.jpg']",,,,,,,,,,,,,,,,,,
gZ3mmdSC,۶۰ متر فکوری فول امکانات,residential-rent,apartment-rent,apartment-rent,10-8-2024,"۶۰ متر فکوری فول امکانات|اجارهٔ آپارتمان|تهران، پونک|خرید و فروش ✅‌ پونک _ فکوری
✅ ۶۰ متر ۱ خواب
✅ نورگیر عالی
✅ خوش نقشه
✅ تمیز و مرتب
✅ پارکینگ انباری آسانسور بالکن
✅ بن بست دنج، دسترسی عالی
✅ فقط زوج یا مجرد موجه آقا
⚜️ مشاور شما: شقاقی| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",tehran,poonak,0,300000000,15000000,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/ohRCjeN8YklMm694Nx_Gcw/4458C2DD-0335-4F2A-B69F-A7C26D06CA43.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/d4GMCjF2qV8Fk6rNhi03zQ/48DD13CF-D8BA-4768-96FC-50B7FB387BE8.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/g3OGZlh9O92eoMZli3d77Q/43AB33A6-8400-40F0-A670-62429EC6CA62.jpg']",1389,1,60,,دارد,دارد,دارد,2,,,جنوبی,بازسازی شده,دارد,ایرانی,سرامیک,کولر آبی,شوفاژ,موتورخانه
gZ3mmgMJ,فروش ۱۰۵ متری خیابان پاییز مجموعه بزرگ شیرازملک,residential-sell,apartment-sell,apartment-sell,10-8-2024,"فروش ۱۰۵ متری خیابان پاییز مجموعه بزرگ شیرازملک|فروش آپارتمان|شیراز، شهرک سراج|خرید و فروش ⚜⚜⚜گنجینه ای از فایل های اکازیون منطقه 

⚜⚜⚜دسترسی آسان به امکانات رفاهی 

⚜⚜فرصتی استثنایی برای خانه دار شدن 

⚜⚜مبلغ ۶۰۰میلیون رهن کسر میشود 

⚜کابینت هایگلس گاز صفحه ای 

کاغذ دیواری کف سرامیک 

کناف و نور پردازی 

نورگیر عالی 

بدون مشرفیت 


خوش نقشه 


فروشنده مصمم برای فروش 


              دپارتمان تخصصی شیراز ملک 


                کارشناس فروش: اسماعیلی 


سفیر جنوبی نبش کوچه ۷ مجموعه شیراز ملک 


حتما گزینه های دیگری با توجه به بودجه و سلیقه شما در فایلینگ املاک موجود میباشد 


با ما آنچه را که در ذهن دارید دست پیدا کنید فایلینگ بزرگ شیراز ملک به شما کمک خواهد کرد تا خانه مورد نظرتان را به دست آورید.....| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",shiraz,seraj,3700000000,0,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/wq-X9vfxfePE-lgMNMKsXA/c1f8ca5d-24ac-415d-9b07-c886d5c6d54d.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/uzrR6fLVysxfFhAuo4fmzw/4af9b36f-40e4-4312-86fe-74622520973b.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/swj4lYZ4EdHOOHbl2Et5aQ/7e065813-e2db-4323-82c0-a06f640f439b.jpg']",1396,2,105,,دارد,دارد,دارد,2,,تک‌برگ,جنوبی,بازسازی شده,دارد,ایرانی و فرنگی,سرامیک,کولر آبی,شوفاژ,پکیج
gZ3mmkkF,واحد ۱۱۲ متری اجاره ای,residential-rent,apartment-rent,apartment-rent,10-8-2024,"واحد ۱۱۲ متری اجاره ای|اجارهٔ آپارتمان|کرج، خرمدشت|خرید و فروش ✅️واحد نو ساز روبه نما 

✅️غرق نور ، بالکن

✅️پارکینگ اختصاصی، انباری

✅️کابینت MDF ،کولر ، آبگرمکن

✅️واحد فول امکانات 

لوکیشن بینظیر

دپارتمان حسین| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",karaj,khorramdasht,0,400000000,0,real-estate-business,['https://s100.divarcdn.com/static/photo/afra/post/nePuaP10h7pimDT1p5p_6A/32fff8de-03cc-411a-8628-bbfb83866389.jpg'],1402,2,112,"{'latitude': 35.849236, 'longitude': 50.88965}",دارد,دارد,دارد,,,,,,دارد,ایرانی,سرامیک,کولر آبی,بخاری,آبگرم‌کن
