token,title,rent/sell,apartment/house,category,register_data,description,province,city,district,price,credit,rent,business-type,image,build_date,room,meterage,location,elevator,parking,storage,unitpf,tabaghe,sanad,jahat,vaziat,balkon,wc,jenskaff,cooler,heater,tamin_hot_water
425505816,فروش زمین مسکونی 125 متر در بلوار ذوالفقاری - شیپور,زمین و باغ,زمین و باغ,زمین و باغ,, ((برای مشاوره و خرید و فروش ملک های خود با ما تماس بگیرید))  مشخصات زمین::    سند: قولنامه   متراژ  زمین:125  6متر بر،کاربری مسکونی ،مناسب برای ویلا و سرمایه ,مازندران,بابلسر,بلوار ذوالفقاری,,,,,['https://cdn.sheypoor.com/imgs/2023/05/08/425505816/666x416_Sw/425505816_f8a55832f0a9737940dd0a8fe32b8189.webp'],,,125,"{'longitude': 52.6778984069, 'latitude': 36.7070657988}",,,,,,,,,,,,,,
426577574,فروش زمین1000 مترساحلی درگسکرمحله - شیپور,زمین و باغ,زمین و باغ,زمین و باغ,, کدفایل1400937 گیلان/رودسر/ساحل گسگرمحله فروش زمین ساحلی پلاک دوم ساحل  متراژ=1000متر  کاربری جهانگردی و توریستی و گردشگری و مسکونی با خودرو ، ویلا ، آپارتمان ,گیلان,رودسر,گسکرمحله,,,,,"['https://cdn.sheypoor.com/imgs/2023/05/31/426577574/666x416_Sw/426577574_2d56b16dc8e75f9b4bad491bb0ab81a4.webp', 'https://cdn.sheypoor.com/imgs/2023/05/31/426577574/666x416_Sw/426577574_42f97be2c9583b5b363b5b0f1a04566c.webp', 'https://cdn.sheypoor.com/imgs/2023/05/31/426577574/666x416_Sw/426577574_ed3f9feeae16a71e8b32042d162b55e7.webp']",,,"1,000","{'longitude': 50.33738136291504, 'latitude': 37.118031899250575}",,,,,,,,,,,,,,
427982432,فروش زمین مسکونی 700 متر در منطقه توریستی (چایجان)چابکسر - شیپور,زمین و باغ,زمین و باغ,زمین و باغ,,موقعیت جغرافیایی بنا: شمالی، جنوبی متراژ زمین: 700 کد فایل: 204438  کدفایل204438 گیلان/چابکسر/منطقه توریستی((چایجان)) فروش زمین مسکونی متراژ=700متر  زمین  دارای,گیلان,چابکسر,چایجان,,,,,"['https://cdn.sheypoor.com/imgs/2023/07/01/427982432/666x416_Sw/427982432_182df7454800b430ef5e069e44641a5e.webp', 'https://cdn.sheypoor.com/imgs/2023/07/01/427982432/666x416_Sw/427982432_d1a7afa22a410175f8ba1453c22cb1e3.webp', 'https://cdn.sheypoor.com/imgs/2023/07/01/427982432/666x416_Sw/427982432_3a3d21a5e9f918dcbee78419c056d6b4.webp']",,,700,"{'longitude': 50.45702934265137, 'latitude': 37.027704574230235}",,,,,,,,,,,,,,
427988728,فروش زمین مسکونی 1350 متر درمنطقه توریستی علیکلایه رودسر - شیپور,زمین و باغ,زمین و باغ,زمین و باغ,,موقعیت جغرافیایی بنا: شمالی، جنوبی متراژ زمین: 1350 طول بر: 14 نوع سند: شخصی کد فایل: 204439  کدفایل204439 گیلان/رودسر/منطقه توریستی((علیکلایه)) فروش زمین ,گیلان,رودسر,علیکلایه,,,,,"['https://cdn.sheypoor.com/imgs/2023/07/01/427988728/666x416_Sw/427988728_2e65ef63beb5b16160f5660e549d4521.webp', 'https://cdn.sheypoor.com/imgs/2023/07/01/427988728/666x416_Sw/427988728_04507190d81bb609f4c4ff3e4e8701c7.webp', 'https://cdn.sheypoor.com/imgs/2023/07/01/427988728/666x416_Sw/427988728_ccf67c473ed62dd9b7df881a63ae4d55.webp', 'https://cdn.sheypoor.com/imgs/2023/07/01/427988728/666x416_Sw/427988728_cba76bc4610188ee4442a41bfac8290d.webp', 'https://cdn.sheypoor.com/imgs/2023/07/01/427988728/666x416_Sw/427988728_7492ec210f55a520066f1d9fa260b6d8.webp']",,,"1,350","{'longitude': 50.274810791015625, 'latitude': 37.074764908381624}",,,,,,,,,,,,,,
428078949,فروش ویلا 140 متر در بلوار ذوالفقاری - شیپور,sell,house,خرید و فروش ویلا,,((برای مشاوره و خرید و فروش ملک های خود با ما تماس بگیرید))  مشخصات ویلا::   * زمین: 14 متر   * بنا: 90 متر   *دو خواب   * سند: مبایعه نامه ای  امکانات داخلی ,مازندران,بابلسر,بلوار ذوالفقاری,2800000000,,,,"['https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_32d9933718324e12e6187a2f1933355e.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_3ddf4748941191323f427811bc37d079.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_a83652f0a3ac4897f6bd67ffe44eba70.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_71f3f7e84b1ff376af20644c3dbaaa83.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_cf76d5da291dc0ecb4508a248b60c0de.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_20ffec8791890d692d9c74d1802113f3.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_f263d7332b4822d977c9c0145a3e0e0a.webp', 'https://cdn.sheypoor.com/imgs/2023/07/03/428078949/666x416_Sw/428078949_fdf51db720d3f588f24f1369c99a59ef.webp']",1396,2,140,"{'longitude': 52.6778984069, 'latitude': 36.7070657988}",,دارد,دارد,,,,,,,,,,,
428199158,فروش زمین مسکونی 161 متر در بلوار ذوالفقاری - شیپور,زمین و باغ,زمین و باغ,زمین و باغ,, ((برای مشاوره و خرید و فروش ملک های خود با ما تماس بگیرید))  مشخصات زمین::    متراژ  زمین:159   نوع سند: اصلاحات ارضی   دو نبش، محیط ویلا سازی شده،  معروف به ,مازندران,بابلسر,بلوار ذوالفقاری,,,,,['https://cdn.sheypoor.com/imgs/2023/07/06/428199158/666x416_Sw/428199158_f256c0f0cc35cf45cb112c67050afd29.webp'],,,161,"{'longitude': 52.6778984069, 'latitude': 36.7070657988}",,,,,,,,,,,,,,
428304989,ویلاباغ شیک 500 متر درجاده اشکورات رحیم اباد - شیپور,sell,house,خرید و فروش ویلا,,موقعیت جغرافیایی بنا: جنوبی، شمالی موقعیت جغرافیایی واحد: شمالی، جنوبی تعداد پارکینگ: ۱ وضعیت سکونت: مالک نوع سند: شخصی متراژ زمین: 500 طبقه ملک: همکف نمای ,گیلان,رحیم آباد,مرکز شهر,توافقی,,,,"['https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_457ec9c78a83e6f54e0abfb108f7cf4b.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_e0afd185ec178a5b4b1b913d69900b7b.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_24d5f0d2c29e2596aee03ca2163cd35e.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_3d7ceb4a72c760c9520caa441d2d9aed.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_7b5b7d6074a41bac31bd032d83a83bc2.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_c96c300ed70dffcc6fd31ddc1b4b22dc.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_59287c746baa7524385f1c5f68d6398a.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_18bc73bfc7d79d97edc428a8465f4c36.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_f5ab64565889af2c14a7c9f5fc744867.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_8cdab3c485bb1591eac153609949201b.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_e4dbd8acf2ff522a3da3c869e950272f.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_b3096d575970cc626ce84bcf5e0c0b00.webp', 'https://cdn.sheypoor.com/imgs/2023/07/08/428304989/666x416_Sw/428304989_2a96a0a310e6bb1fcdcb6475514e390f.webp']",1390,2,۵۰۰,"{'longitude': 50.32463550567627, 'latitude': 37.028766664795}",,دارد,دارد,,,,,,,,,,,
428324549,فروش آپارتمان 75 متر در بلوار ذوالفقاری - شیپور,sell,apartment,خرید و فروش خانه و آپارتمان,,طبقه ملک: 1  ((برای مشاوره و خرید و فروش ملک های خود با ما تماس بگیرید))  مشخصات آپارتمان::    سند: تک برگ    متراژ بنا: 78  2خواب   طبقه اول  مسکن مهر باقرتنگه,مازندران,بابلسر,بلوار ذوالفقاری,1600000000,,,,"['https://cdn.sheypoor.com/imgs/2023/07/09/428324549/666x416_Sw/428324549_ef833dddb2a8999ba5da8da4b6bc46d3.webp', 'https://cdn.sheypoor.com/imgs/2023/07/09/428324549/666x416_Sw/428324549_80c737f763e0128d9f30fa572d00704b.webp', 'https://cdn.sheypoor.com/imgs/2023/07/09/428324549/666x416_Sw/428324549_118df28e6bff7b76146834e1fc5eba61.webp', 'https://cdn.sheypoor.com/imgs/2023/07/09/428324549/666x416_Sw/428324549_898d51665ea93cd483490a0e101b0a8d.webp', 'https://cdn.sheypoor.com/imgs/2023/07/09/428324549/666x416_Sw/428324549_02c5c95cf37925ab9927dd37ce48dc27.webp', 'https://cdn.sheypoor.com/imgs/2023/07/09/428324549/666x416_Sw/428324549_21db60659064f0cf8a85e2776ed708dc.webp', 'https://cdn.sheypoor.com/imgs/2023/07/09/428324549/666x416_Sw/428324549_f0f83a392fed94cf971548df2d3bd0d5.webp', 'https://cdn.sheypoor.com/imgs/2023/07/09/428324549/666x416_Sw/428324549_56991bb87226c3fa2eb60b366e48c849.webp', 'https://cdn.sheypoor.com/imgs/2023/07/09/428324549/666x416_Sw/428324549_17601bcbaae8955410345e151d7219a4.webp']",1390,2,75,"{'longitude': 52.6778984069, 'latitude': 36.7070657988}",ندارد,دارد,دارد,,,,,,,,,,,
428345468,فروش زمین کشاورزی 4800 متر در باقرتنگه - شیپور,زمین و باغ,زمین و باغ,زمین و باغ,, ((برای مشاوره و خرید و فروش ملک های خود با ما تماس بگیرید))  مشخصات زمین کشاورزی::    متراژ  زمین:4800   نوع سند: قولنامه    دو کله، معروف جلال آئیش....    ,مازندران,بابلسر,باقرتنگه,,,,,"['https://cdn.sheypoor.com/imgs/2023/07/09/428345468/666x416_Sw/428345468_d8a8fc36c729151a595f12becfc1e468.webp', 'https://cdn.sheypoor.com/imgs/2023/07/09/428345468/666x416_Sw/428345468_a00c21de7102197541e432a40ba74069.webp', 'https://cdn.sheypoor.com/imgs/2023/07/09/428345468/666x416_Sw/428345468_cc959d8c69f2e716eff9742c91b49fe7.webp']",,,"4,800","{'longitude': 52.710599899291985, 'latitude': 36.707169014703126}",,,,,,,,,,,,,,
428797235,ویلا 130 متر در باقرتنگه - شیپور,sell,house,خرید و فروش ویلا,,((برای مشاوره و خرید و فروش ملک های خود با ما تماس بگیرید))  مشخصات ویلا::    سند: تک برگ  متراژ  زمین: 65متر  متراژ بنا: 130   2خواب، امکانات داخلی کامل، مناسب,مازندران,بابلسر,باقرتنگه,2100000000,,,,"['https://cdn.sheypoor.com/imgs/2023/07/19/428797235/666x416_Sw/428797235_1f54b864e791d8dd50484427e51de148.webp', 'https://cdn.sheypoor.com/imgs/2023/07/19/428797235/666x416_Sw/428797235_056c26cb7cf053058b9e305b15678f88.webp', 'https://cdn.sheypoor.com/imgs/2023/07/19/428797235/666x416_Sw/428797235_84b9ab777942bf5e9483d0932f30f9c3.webp', 'https://cdn.sheypoor.com/imgs/2023/07/19/428797235/666x416_Sw/428797235_f171dc5e7c8415c196e7f595703378fa.webp', 'https://cdn.sheypoor.com/imgs/2023/07/19/428797235/666x416_Sw/428797235_004da74bb63050db0d43389ec6a1061e.webp', 'https://cdn.sheypoor.com/imgs/2023/07/19/428797235/666x416_Sw/428797235_49d991fc5fca5a1d288573b4bac43766.webp', 'https://cdn.sheypoor.com/imgs/2023/07/19/428797235/666x416_Sw/428797235_3a3d353c91a19c46bb5422f610a8ff98.webp', 'https://cdn.sheypoor.com/imgs/2023/07/19/428797235/666x416_Sw/428797235_664a05649817e134734e946e940521d1.webp', 'https://cdn.sheypoor.com/imgs/2023/07/19/428797235/666x416_Sw/428797235_2ef597cbb1cd515b86ae9661bbbca9b0.webp', 'https://cdn.sheypoor.com/imgs/2023/07/19/428797235/666x416_Sw/428797235_03d1bb57924a225a5496fd27c4a5a1f9.webp', 'https://cdn.sheypoor.com/imgs/2023/07/19/428797235/666x416_Sw/428797235_b2fc9c68cf0188e88c341ef6f9b53d86.webp', 'https://cdn.sheypoor.com/imgs/2023/07/19/428797235/666x416_Sw/428797235_69595e2b414ae0eb7a0b1fed886ddcd4.webp']",1401,2,130,"{'longitude': 52.710599899291985, 'latitude': 36.707169014703126}",,دارد,دارد,,,,,,,,,,,
429233357,فروش زمین مسکونی 320 متر درمنطقه (دعوی سرا)حسن سرا رودسر - شیپور,زمین و باغ,زمین و باغ,زمین و باغ,,موقعیت جغرافیایی بنا: شمالی، جنوبی متراژ زمین: 320 طول بر: 20 کد فایل: 204445  کدفایل204445 گیلان/حسن سرا/منطقه توریستی دعویسرا فروش زمین  متراژ=320متر وکاربری ,گیلان,رودسر,دعوی سرا,,,,,"['https://cdn.sheypoor.com/imgs/2023/07/30/429233357/666x416_Sw/429233357_03f33d5ae8b0b10c1bc912f87f580bbf.webp', 'https://cdn.sheypoor.com/imgs/2023/07/30/429233357/666x416_Sw/429233357_bcf35d656cac9685e6cc79622b664ca1.webp', 'https://cdn.sheypoor.com/imgs/2023/07/30/429233357/666x416_Sw/429233357_5da5d6e73c52076a2c19e6d84304ba22.webp', 'https://cdn.sheypoor.com/imgs/2023/07/30/429233357/666x416_Sw/429233357_a053a771b698ebcca93d1447713b467d.webp', 'https://cdn.sheypoor.com/imgs/2023/07/30/429233357/666x416_Sw/429233357_6c8ecad3a0714af10c1598b8afc25354.webp', 'https://cdn.sheypoor.com/imgs/2023/07/30/429233357/666x416_Sw/429233357_3bd0c3c3677b631d404a1261217c486c.webp', 'https://cdn.sheypoor.com/imgs/2023/07/30/429233357/666x416_Sw/429233357_df2f3c993e4bdf098d2fc72721eb0b19.webp', 'https://cdn.sheypoor.com/imgs/2023/07/30/429233357/666x416_Sw/429233357_8bc67c751fa8a55c5f2d075dbbf775a2.webp', 'https://cdn.sheypoor.com/imgs/2023/07/30/429233357/666x416_Sw/429233357_322fcce0957940fd97812edc1be351a5.webp', 'https://cdn.sheypoor.com/imgs/2023/07/30/429233357/666x416_Sw/429233357_7a47c00c7598cc75978196fd709d323e.webp', 'https://cdn.sheypoor.com/imgs/2023/07/30/429233357/666x416_Sw/429233357_5270d34347e0715dcded0787c094a347.webp']",,,320,"{'longitude': 50.350213050842285, 'latitude': 37.082400041052416}",,,,,,,,,,,,,,
429320222,فروش آپارتمان 175 متر در بهشتی - شیپور,sell,apartment,خرید و فروش خانه و آپارتمان,,طبقه ملک: 2 نمای ساختمان: سنگی آشپزخانه: سینک دوقلو، هود، گاز رومیزی، جزیره کابینت: ممبران کفپوش: سرامیک سیستم گرمایشی و سرمایشی: رادیاتور، پکیج، اسپلیت، کولر ,مازندران,بابلسر,بهشتی,8500000000,,,,"['https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_67039021a918d380928ade92dd8e02e1.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_f36959ae5be185a6d7b836e5c0dfb18d.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_1c779ffb22f306e5627f1d867b92b9c4.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_6c901e8d33ba9204d580e7b07b3773b0.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_46b463cbcfeaf0cfd1babb7923684647.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_c7e19b2da35789716edfb893a1b41ad9.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_9011d0974e951b1d61318268489a9f60.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_efbd641f150fb62479eb60d267ed3512.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_b083793a7caaff8469597f4407974814.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_f08b37e21f0c218aa6bdeb6216f4e06d.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_f20958f68cc93e0f86bac0bd6cfa4b42.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_e9dc13d07bb9b5e9f5f88d64194d3adf.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_8141dc8974dd46f2105d3ad89a8ce824.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_d40eeb7ba528aa97e89e26987639d369.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_f87b6c27a3c73e4c6f594c76f1e59f42.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_415158c6ac4c476db5a74dc649aa519a.webp', 'https://cdn.sheypoor.com/imgs/2023/09/18/429320222/666x416_Sw/429320222_d18a9a627807190a0950c60d338a95da.webp']",1399,3,175,"{'longitude': 52.66047477722167, 'latitude': 36.70176719772208}",دارد,دارد,دارد,,,,,,,,,,,
429575660,ویلا باغ دوبلکس 670 متر تهران دشت جکوزی و استخر - شیپور,sell,house,خرید و فروش ویلا,,نمای ساختمان: کامپوزیت، سنگی، شیشه ای آشپزخانه: اپن، گاز رومیزی، سینک دوقلو، هود کابینت: MDF، فایبرگلاس، های گلاس کفپوش: سرامیک سیستم گرمایشی و سرمایشی: پکیج، ,البرز,تهران دشت,,20000000000,,,,"['https://cdn.sheypoor.com/imgs/2023/08/07/429575660/666x416_Sw/429575660_cee59a7d3cbeddd1e4c84fe1359dc06b.webp', 'https://cdn.sheypoor.com/imgs/2023/08/07/429575660/666x416_Sw/429575660_1d48b253a2767c48e64a0f7ad5274fc6.webp', 'https://cdn.sheypoor.com/imgs/2023/08/07/429575660/666x416_Sw/429575660_efc2c270fa91310916c91411d6e7c2ff.webp', 'https://cdn.sheypoor.com/imgs/2023/08/07/429575660/666x416_Sw/429575660_5f63b880159d2eb866fd3bb4c3383748.webp', 'https://cdn.sheypoor.com/imgs/2023/08/07/429575660/666x416_Sw/429575660_22d1db227df45c47a15bc2232c3cda69.webp', 'https://cdn.sheypoor.com/imgs/2023/08/07/429575660/666x416_Sw/429575660_91d942202c512609ce4c513b52e64a87.webp', 'https://cdn.sheypoor.com/imgs/2023/08/07/429575660/666x416_Sw/429575660_3cc6998df318d78c3350e9aec240d488.webp', 'https://cdn.sheypoor.com/imgs/2023/08/07/429575660/666x416_Sw/429575660_72594bf06fe81edeeb0b11782305b52b.webp']",1401,3,670,"{'longitude': 50.7073974609375, 'latitude': 35.9128278365719}",,دارد,ندارد,,,,,,,,,,,
429685500,فروش زمین مسکونی 165 متر در باقرتنگه - شیپور,زمین و باغ,زمین و باغ,زمین و باغ,, ((برای مشاوره و خرید و فروش ملک های خود با ما تماس بگیرید))  مشخصات زمین::    سند: شش دانگ   متراژ  زمین: 165  8متر بر،منطقه ویلا سازی شده، پلاک دوم،  کاربری ,مازندران,بابلسر,باقرتنگه,,,,,['https://cdn.sheypoor.com/imgs/2023/08/09/429685500/666x416_Sw/429685500_58c1494722a1f14b142bb050a4879b02.webp'],,,165,"{'longitude': 52.710599899291985, 'latitude': 36.707169014703126}",,,,,,,,,,,,,,
430277502,فروش آپارتمان 72 متر در بهشتی - شیپور,sell,apartment,خرید و فروش خانه و آپارتمان,,طبقه ملک: 1 نمای ساختمان: سنگی آشپزخانه: اپن، هود، گاز رومیزی، سینک دوقلو کابینت: های گلاس کفپوش: کاشی، سرامیک سیستم گرمایشی و سرمایشی: پکیج، رادیاتور، اسپلیت ,مازندران,بابلسر,بهشتی,2200000000,,,,"['https://cdn.sheypoor.com/imgs/2024/03/18/430277502/666x416_Sw/430277502_fbb3e3f9f4873a27a625813ca66fb00d.webp', 'https://cdn.sheypoor.com/imgs/2024/03/18/430277502/666x416_Sw/430277502_eb22785e95917f81865ce384415d5ce6.webp', 'https://cdn.sheypoor.com/imgs/2024/03/18/430277502/666x416_Sw/430277502_799a8f0a2d27a97a0c43532a6fedc775.webp', 'https://cdn.sheypoor.com/imgs/2024/03/18/430277502/666x416_Sw/430277502_a94a74445feb5caf4b6c142db773d536.webp', 'https://cdn.sheypoor.com/imgs/2024/03/18/430277502/666x416_Sw/430277502_1323aaa9e2baed868cf317bfef0ef705.webp']",1402,1,72,"{'longitude': 52.66047477722167, 'latitude': 36.70176719772208}",دارد,دارد,دارد,,,,,,,,,,,
430423917,فروش زمین مسکونی بهترین لوکیشن کردمحله - شیپور,زمین و باغ,زمین و باغ,زمین و باغ,,موقعیت جغرافیایی بنا: جنوبی متراژ زمین: 250 طول بر: 12 عرض از گذر: 10 نوع سند: شخصی کد فایل: 238800                           املاک20جویبار   ,مازندران,جویبار,مرکز شهر,,,,,"['https://cdn.sheypoor.com/imgs/2023/08/26/430423917/666x416_Sw/430423917_bdac261887159b8a2f7460cfbc574374.webp', 'https://cdn.sheypoor.com/imgs/2023/08/26/430423917/666x416_Sw/430423917_0c900866197611126df1c7fc105a3464.webp', 'https://cdn.sheypoor.com/imgs/2023/08/26/430423917/666x416_Sw/430423917_de3b2929e6182f249fe109fc25881815.webp']",,,۱۵۰,"{'longitude': 52.905564308166504, 'latitude': 36.63911970378168}",,,,,,,,,,,,,,
430557814,زمین مسکونی 300 متر در بلوار ذوالفقاری - شیپور,زمین و باغ,زمین و باغ,زمین و باغ,, ((برای مشاوره و خرید و فروش ملک های خود با ما تماس بگیرید))  مشخصات زمین::    سند: شش دانگ  متراژ  زمین: 300متر   دو نبش خیابان،بلوار دانشگاه،دید به دریا ابدی،,مازندران,بابلسر,بلوار ذوالفقاری,,,,,['https://cdn.sheypoor.com/imgs/2024/03/18/430557814/666x416_Sw/430557814_33be4e7a49a1519291a7fe62b5795c05.webp'],,,300,"{'longitude': 52.6778984069, 'latitude': 36.7070657988}",,,,,,,,,,,,,,
430838303,خانه ویلایی 270 متری شیک و لوکس درخیابان شهدا رودسر - شیپور,sell,apartment,خرید و فروش خانه و آپارتمان,,طبقه ملک: 1 نمای ساختمان: سنگی آشپزخانه: فول فرنیش، اپن، گاز رومیزی، هود، سینک دوقلو کابینت: MDF کفپوش: سرامیک سیستم گرمایشی و سرمایشی: اسپلیت، پکیج، رادیاتور ,گیلان,رودسر,,توافقی,,,,"['https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_e1bc8821fdd575849b9c0cfaba430529.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_450f58720af69216b08b52b2a2e686c7.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_3531c880dcfdf5c3488464f11aca7d24.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_d4a27667affe15b5c59ded3afa42e513.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_056e2c0230f91dbc42805453b710dc65.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_5d7192a5be8a1f885e2ab75b4cbd476b.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_638105e5916cfd2b58621a2a94b02170.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_312a745d950920f88edde5a69ac06550.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_9fb6a9f231d0719fe715e69cc8a769fb.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_f8fd5d0c00f05778ae4ecdb5ef6da346.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_c25d9252608c3cf8a5065ad047f7d48b.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_5518c5b620f0f6b76ffc9400badccf55.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_02b2695480f2045330d10cc81bb7d81b.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_c3d5923aa7ea64a0b577971452707147.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_4fc493c4741f26fb3deea23b857b36de.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_55c0c24e41608a48d5684ea979ec7cc9.webp', 'https://cdn.sheypoor.com/imgs/2023/09/03/430838303/666x416_Sw/430838303_69286dba5c76e2382e8f1d81110d15de.webp']",1394,4,۲۷۰,"{'longitude': 50.2836199, 'latitude': 37.1378415}",ندارد,دارد,دارد,,,,,,,,,,,
431375459,620متر کاربری مسکونی/جواز ساخت/انشعابات قانونی/سند ششدانگ - شیپور,زمین و باغ,زمین و باغ,زمین و باغ,,‌***  گروه مشاورین سرو  *** ‌ ‌‌ % کلکسیونی از بهترین و متنوع ترین فایلها % ‌‌ ‌‌ ‌* منطقه سد نمرود‌ ‌* سله بن‌‌ ‌‌* دشت چزکین‌‌ * ارجمند‌ * ورسخواران‌ * اندریه,استان تهران,دماوند,,,,,,"['https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_53643405d80db676237429307b5d5b90.webp', 'https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_7727228a74e2c21ee7a52cdd85dc99ea.webp', 'https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_3a9b37c5d5839d4543ea1516bd4dacde.webp', 'https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_3a6d96ffbe2ffec6048e935fba963344.webp', 'https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_13e55ba4c30d7338f003c57cbe55c647.webp', 'https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_beb4b54103f110531336e75159d980c6.webp', 'https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_d27c89d4aac763fbe6f55dfb4870e05b.webp', 'https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_1d6de9842ef93907b499a629a6e89445.webp', 'https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_b83c6d8f0700cb6177ac266d2405b163.webp', 'https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_492729e7f0b1a15b7ef2568d37130647.webp', 'https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_6a0223695a87e167bbcb0c307ddc5617.webp', 'https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_de056fa34743892f89b8e2997cdb516c.webp', 'https://cdn.sheypoor.com/imgs/2023/09/16/431375459/666x416_Sw/431375459_507eafa50077c5f8441299fc322c18ae.webp']",,,620,"{'longitude': 52.0586252, 'latitude': 35.7013041}",,,,,,,,,,,,,,
